Text,Topic,Language
"Cohen Children’s Medical Center is a division of @NorthwellHealth dedicated exclusively to the care of our #CohenHeroes.","healthcare","ENGLISH "
"🌻🍻⚡️💋
A little glimpse of my life as a mother + woman + friend.
Snap: tinaafranco","healthcare","PORTUGUESE "
"♻️| #hearttransplant recipient ♥
💞| a doctor-to-patient journey ☤
👩🏽‍⚕️| #DOctor #MPH
💪| health, wellness, charity
📝| ⇊ blog","healthcare","POLISH "
"A young doctor on a quest ✈️ 🌎 to fully experience the beauty of life | Internal Medicine Resident 🥼| 📍Chicago⁣
⁣
⁣","healthcare","ENGLISH "
"Serbia's Forgotten Paws is a UK charity (1156501) helping strays in Serbia #adoptdontshop www.justgiving.com/fundraising/junefood","healthcare","ENGLISH "
"🧬I•ya•nu 👩🏾‍⚕️ ☤ 👨🏾‍⚕️🧬 
Creating style & inspiration for the healer that performs everyday miracles.
🏠 of #IyanuScrubs 💛 #iyanurturers 
Click below👇🏾","healthcare","ENGLISH "
"PICU NURSE 💉 
AVERAGE GYM-GOER💪
@follain ref_melisssaveee for 15%🌿
@acta.wear melisssaveee15 for 15% 💪","healthcare","ENGLISH "
"🔹Nutrologia
🔹Endocrinologia
🔹Medicina estética 
🔹Longevidade 
Rua Cel. Moreira Cesar, 26 sala 1412, Icaraí Niterói
☎️ (21) 98777-5737 / (21) 2608-2611","healthcare","ENGLISH "
"Student Doctor | Optometry
Midwestern University | AK📍","healthcare","ENGLISH "
"Prevention is at the heart of all we do at Claron. Corporate and individual wellness solutions  designed to promote health. #healthylife #wellness","healthcare","ENGLISH "
"Banarsidas Chandiwala Institute of Physiotherapy (B.C.I.P.) is a premier institution of excellence.
Govindpuri, Delhi 
Affiliated by G.G.S.I.P.U.","healthcare","ENGLISH "
"It is our mission to make custom prosthetic eyes more accessible to people in need 👁
💌 hello@eyesforall.com.au","healthcare","ENGLISH "
"Tell a story، otherwise everyone would draw.","healthcare","ENGLISH "
"feed your soul  †
married to my bae ❣️
gator grad 🐊
JAX / ATL 📍 
Views expressed here are my own and do not reflect my employer or school.","healthcare","ENGLISH "
"Seg a sexta: 6h às 23h/Sáb.: 8h às 20h/Dom. e feriados: de 9h às 13h.
Tel:(27)33292027","healthcare","ENGLISH "
"Psychodietetyk, dietetyk, technolog żywności 🍐🍎🥕🍉 Kocham swojego Męża 💖, psa 🐕, Tatry ⛰, dobre jedzenie 🍽 i sport 🏃","healthcare","ENGLISH "
"Planned Parenthood of the St. Louis Region & Southwest Missouri 😘 | We're the leading sexual health care provider in STL, SGF & Joplin.","healthcare","ENGLISH "
"♻️ M.A. Prävention & Gesundheitsmanagement 
🍏 B.A. Ernährungsberatung 
🏋🏽‍♀️ Personal Traininerin
🕊 Stressmanagement
🎓 Dozentin 
❤ Coaching","healthcare","ENGLISH "
"Naturopathic medical student @myccnm
Holistic Nutritionist 
Yoga Instructor","healthcare","ENGLISH "
"surgicalnurse/biologist","healthcare","ENGLISH "
"Milan-Italy 👧🏼 Travel🌍🏕🏖🏞🗺🌋 Magic, Neopaganism 🔮🌒🌕🌘 Art and Pics ✍🏼🎨🖼 Food 🎂🍪🍧🍻","healthcare","ENGLISH "
"⚕Médico Cirujano | IMG
🍃International Nutrition & Fitness CPD
📧 Online coaching and training 
📩Nurelyrodriguez@gmail.com 
🎤 Singer
🇻🇪","healthcare","ENGLISH "
"Lifestyle|Travel|Live| 🌏
▫️Where‘s no vision there‘s no clarity, where‘s no clarity there’s no power▫️
🌷Create a life you don’t need a vacation from🌷","healthcare","ENGLISH "
"Naturopathic physician, entrepreneur, humanitarian, wife, musician, lover of books, chocolate and travel.","healthcare","ENGLISH "
"Official account for Hunter New England Health's Children, Young People and Families Services","healthcare","ENGLISH "
"Sexual health professional","healthcare","ENGLISH "
""Cierpliwość, wytrwałość i pot tworzą niepokonaną kombinację sukcesu."
▪️Mummy of two 
▪️@bombshellsnetwork 
▪️CEO&founder @celove.pl
————————","healthcare","ENGLISH "
"A mental health advocate studying naturopathic medicine, and inspiring others to achieve their best health!👩🏽‍⚕️🌿💪🏽🇨🇦💕//Twitter:@BisleenA","healthcare","ENGLISH "
"People/Location/Advertising photographer. Likes space & detail, rummaging about in interesting locations, digital & film and prints you could lick!","healthcare","ENGLISH "
"#Fitness is my passion♥️💪
Tea lover ☕️ 
I create vedios, nd post as in (My purpose is to inspire) 🦋
Fashion styling makes me crazy💯","healthcare","ENGLISH "
"👨🏻‍💻Online Coaching
🏋🏻‍♂️Training instructions
👨🏻‍🏫Health and nutrition quidance
🍲Fit lifestyle recommendations","healthcare","ENGLISH "
"💪🏼Gym Owner... Scottsdale 
🙏🏼Servant Leader
 👩🏼Mom & Seven figure earner
🔥Xtreme Warrior💪🏼 
🔥Passion for helping others 
🔥DREAMER","healthcare","ENGLISH "
"We will not normalize Trump's sexism, racism, or xenophobia in Florida or anywhere else!
Trolls will be blocked.","healthcare","ENGLISH "
"Soaps, bath salts, bath bombs and skin care products.
Baby Care: Special Sulphate FREE line for babies tender touch. #annanyabypalavi #handmadesoap","healthcare","ITALIAN "
"OPEAR's app offers 24/7 pediatric exams and Rxs in your living room; because only your own children should be able to use your sleeve as a tissue.","healthcare","ENGLISH "
"🌞 posting positive quotes on my story to get me through PA school 
🌴 FSU PA class of 2020
💕 feel free to reach out anytime","healthcare","ENGLISH "
"CSULB Alumni🎓Gym💪🏻EMT🚑AspiringRN🏥Photographer📸@joeroestudios God🙏🏻Philippians4:13📖 Zēlbee Ambassador🐝@zeal_bee:JOE15","healthcare","ENGLISH "
"Manchester-based patient experience illustrator 🔬
Studying MA Illustration and freelancing.","healthcare","ENGLISH "
"Two happy papillon dogs who are up for funny things, living the good life in Vienna! Monin has heavy allergies! Little sister @lovely_tessie!","healthcare","ENGLISH "
"• Empowering women in all aspects of their life 🙏🏼
Your story inspires others 👭🌍
Tag us & use #empowerourwomentoday to be featured 💕","healthcare","ENGLISH "
"Communications Specialist 
PR / Branding / Marketing 
Image Consultant / Special Events / Producer","healthcare","ENGLISH "
"💪🏼Gym Owner... Scottsdale 
🙏🏼Servant Leader
 👩🏼Mom & Seven figure earner
🔥Xtreme Warrior💪🏼 
🔥Passion for helping others 
🔥DREAMER","healthcare","ENGLISH "
"•𝓢𝓪𝓿𝓮𝓭 𝓫𝔂 𝓰𝓻𝓪𝓬𝓮, 𝓽𝓱𝓻𝓸𝓾𝓰𝓱 𝓯𝓪𝓲𝓽𝓱
• MS4 👨🏾‍⚕️
•⛱️ Antigua W.I. 🌅 🌴🇦🇬 
• Santified, preserved, called. Jude 1","healthcare","ENGLISH "
"National Geographic photojournalists harnessing the power of #PhotographyForGood to shine a light on the power of women and children globally.","healthcare","ENGLISH "
"#Fitness is my passion♥️💪
Tea lover ☕️ 
I create vedios, nd post as in (My purpose is to inspire) 🦋
Fashion styling makes me crazy💯","healthcare","ENGLISH "
"Maricopa Integrated Health System (MIHS) is the community’s health care system and teaching hospital.","healthcare","ENGLISH "
"💖#Tester
💖#Ambassador 
💖#Reviewer
💖#brandambassador
 Per #collaborazioni scrivetemi in direct 📩 💖","healthcare","ENGLISH "
"👨🏻‍⚕️ FCAMPT Physio | Jedi @foundationphysio 
😈 Dictator | entrepreneur
👨🏽‍💻Health marketing |patient experience
⚽️ @canbeachsoccer","healthcare","ENGLISH "
"16 HTV FITNESS STAR AM (R)-1PLACE🏆
hanscake_sanbon (instagram)
Kakao:goodi950907","healthcare","ENGLISH "
"Full-Time Physician 👨🏼‍⚕️ | Part-Time Magician 🧙🏻‍♂️","healthcare","ENGLISH "
"RN, BSN....Philippians 4:13.                                  ATL","healthcare","ENGLISH "
"👩🏻‍🎓👩🏼‍🎓Creighton University Grads 
👩🏼‍⚕️PA-S2 Marquette University 
👩🏻‍⚕️ Future PA-S 
💌 thepaprescription@gmail.com","healthcare","ENGLISH "
"Female Founder & CEO @enzymehealth | Changing the way #healthcare works | Adventure Seeker ✈️ | Dog Mom 🐶🐶","healthcare","ENGLISH "
"👨🏽‍⚕️ 3rd year optometry student
👓 chicago college of optometry (CCO)
📍 springfield, MO + chicago, IL 
3️⃣ Enneagram 3","healthcare","ENGLISH "
"📍GOAL : 10k Followers👁⁉️
📍Music :@therealkrylix_musicpage 
📍SnapChat: Indominex👻
* DM FOR PROMO📞🤩
* For Business Purposes🛩 : therealkrylix@gmail.com","healthcare","ENGLISH "
"📍| MI > IN > MA
🏋🏻‍♀️🏊🏻‍♀️🚴🏻‍♀️🏃🏻‍♀️ | BA exercise science
👩🏻‍⚕️| second degree nursing student 
🐶| theodore graham
🌟| his grace is enough","healthcare","ENGLISH "
"👁 OD Student, SCCO 22’
👓 AOSA Trustee-Elect
Every morning you open the two greatest gifts","healthcare","ENGLISH "
""Your living is determined not so much by what life brings to you as by the attitude you bring to life"","healthcare","ENGLISH "
"Do what feels good. 🍑
 
Body Positive, Non-Diet & HAES Dietitian
Food Fiend, Content Creator & Fatty Friend
 
She/her | BNutDiet(Hons), APD | 🇦🇺Melbs","healthcare","ENGLISH "
"We support Riley Hospital for Children, Indiana's only comprehensive hospital dedicated exclusively to the care of kids. #BeTheHopeNOW","healthcare","ENGLISH "
"🦷Dentist 
🌎Humanitarian 
🎤Public speaker","healthcare","ENGLISH "
"Redefining Healthcare standards with cutting-edge Medical Technologies in the heart of Western Rajasthan
#MedipulseHospital #Medipulse","healthcare","ENGLISH "
"Changing Healthcare For The Better. #GetBetter","healthcare","ENGLISH "
"📍Birmingham,AL
📚BS Health Education 2015🎓
📚BSN  2019💊💉
NICU nurse💗👶💙
Just a fun page to share my story and experiences in hopes of inspiring someone⭐️","healthcare","MALTESE "
"Leigh Wagner PhD, RD
Integrative/functional med nutritionist helping people solve complex health issues with personalized nutrition
PhD | Med Nutr Sci","healthcare","MALTESE "
"27🇰🇷S.Korean 16살유학생간호사👉🏼정신의과NP
KOR ➩IA ➩AZ🌵
📍PHX living
Board Certified Psychiatric NP
👀I put the hot in psychotic
❥Leo traveler 
✈@travelwithnuggy","healthcare","ENGLISH "
"Trauma informed movement centering access for all bodies and minds.","healthcare","ENGLISH "
"It is our mission to make custom prosthetic eyes more accessible to people in need 👁
💌 hello@eyesforall.com.au","healthcare","ENGLISH "
"Pursuing a healthier, more equitable world. #umsph 〽💙","healthcare","ENGLISH "
"🍊 Lic. Nutrición
🍃 Creando una mejor versión de ti.
💌 nutriologadaniela@outlook.com 
💻 Consultas en línea y presencial.
🌵 Coahuila, México.","healthcare","ENGLISH "
"| Stanford ER Resident Doctor | 
| Former US Marine | 
| Fitness Enthusiast | 
| Cherokee Brand Ambassador |
🏠: San Jose, CA
OnurMYenigun@gmail.com","healthcare","ENGLISH "
"ⓇⓄⒸⓀⓉⒶⓅⒺ
▪️Master Instructor 
▪️Education Director Rocktape Europe
▪️Physiotherapist                             ▪️ImplusEU 
@rocktape_germany_austria","healthcare","ENGLISH "
"We are game changers, groundbreakers and cultivators of hope working to wipe out Alzheimer’s and Change the Future for All Minds. Join our movement!","healthcare","ENGLISH "
"FREE Android Mobile Apps - "Fun Medical Quiz"","healthcare","ENGLISH "
"🙏 Manual Therapist (Chiropractor)
👨🏻‍⚕️Medical Acu
🧠Shift Concussion Provider
FR, FRC mobility specialist 
AMA
🤸‍♂️Exercise 
🏋️‍♀️& sports
🇨🇦family","healthcare","ENGLISH "
"We raise money to support Humber River Hospital. Patient Care Reinvented.","healthcare","ENGLISH "
"ʙᴏᴀʀᴅs ᴄᴇʀᴛɪғɪᴇᴅ ɪᴍ ᴘʜʏsɪᴄɪᴀɴ,
ʙᴏᴀʀᴅs ᴄᴇʀᴛɪғɪᴇᴅ ʜᴇᴍᴀᴛᴏʟᴏɢɪsᴛ,
ʙᴏᴀʀᴅs ᴄᴇʀᴛɪғɪᴇᴅ ᴍᴇᴅɪᴄᴀʟ ᴏɴᴄᴏʟᴏɢɪsᴛ ᴍᴏᴅᴇʟ,ᴀᴄᴛᴏʀ,ᴇɴᴛʀᴇᴘʀᴇɴᴇᴜʀ,
ᴀᴛʜʟᴇᴛᴇ,ᴛᴠ/ғɪʟᴍ/ғᴀsʜɪᴏɴ.","healthcare","ENGLISH "
"Find your Passion through your heart 💗💗💗
📌Guimarães
📍 Porto, Portugal 🇵🇹
💉💊 🔬 Biopathologist, Unilabs Portugal
🔛 Dental Medicine, UFP
🌍🛫🏄‍♀️","healthcare","ENGLISH "
"• PHYSIOTHERAPY
• BIOMECHANICS
• MYOTHERAPY
• OSTEOPATHY
• POSTURE CORRECTION
• EXERCISE REHAB
• REFORMER PILATES
• NUTRITION
📞 03 9421 3661","healthcare","PORTUGUESE "
"is designed to:
⚡️ Supercharge your mind + health
🌱 Expand your spiritual awareness
🌊 Increase your abundance + flow
👇🏼 NOW FEAT. 👇🏼","healthcare","ENGLISH "
"🌸 happy wife 
👩🏼‍⚕️ nurse anesthetist 
• love, family, life 👫😼🐭
• travels 🌍
• moods 🤩
• impressions 💃🏼","healthcare","ENGLISH "
"Director, SKOLKOVO Healthcare Development Centre, PhD
⠀
💊 Медицина глазами ТОП-менеджера
💊 Меняем систему здравоохранения в России
⠀","healthcare","ENGLISH "
"@remedydentistry // NYC 
💯 Trust the process
👋🏻 718-747-8711 text or call to visit","healthcare","ENGLISH "
"Oral & Maxillofacial Surgery Resident 
➡️Doctor of Dental Medicine 
➡️Medical Student (MS 3)
➡️Assistant Photographer
➡️Wife","healthcare","ENGLISH "
"▫️Fashion & Lifestyle Blogger
▪️MBA | Digital Strategist 
▫️Delhi - Mumbai - Ldh
▪️Hitched ~ Focused ~ Keeping it Real
#theshopaholicdiaries","healthcare","ENGLISH "
"Duke Oculoplastics 👁 ASOPRS Fellow 2017-2019 🙌🏾 USF Alum 👩🏽‍🎓 💚 Dr.Rosh 👩🏽‍⚕️👠💄 Florida Girl ☀️Beach Lover 🏝","healthcare","ENGLISH "
"➳  25 ◎ NJ to FL ◎ 
➳  Nursing student ✎
 ➳ Check out my YouTube channel, link ⇣
✳︎  Let’s perfect your hair & your bank account  ✳︎
✳︎ Hair Quiz ⇣","healthcare","ENGLISH "
"▪️Plastic Surgery Physician Assistant              
▪️Facial Rejuvenation Specialist
▪️Surgical Educator ▪️Weill Cornell
▪️215-860-9600 Newtown & KOP","healthcare","ENGLISH "
"||Sept Queen👑||Mkenya🇰🇪||Young✌️||Ambitious🎈||Humble😊||Chelsea💙||PSG❤️||Cardi B💜||","healthcare","ENGLISH "
"Eye Doctor 👩🏻‍⚕️👓
० Collection of fun eye things 💫
० NYC Latina Optometrist 🍎
० Changing lives “1 or 2” at a time @apromisetoperu 👁","healthcare","ENGLISH "
"A brand that shares tips on becoming a more proficient healthcare provider & most of all to give good NURSE VIBES.","healthcare","PERSIAN "
"🥑Personal diet
🎓Graduação Unirio
📊Mestranda em Segurança Alimentar e Nutricional
📚Pesquisadora e coordenadora acadêmica @nutsau_","healthcare","PERSIAN "
"THIS is Penn State Health","healthcare","ENGLISH "


"|👄👗Fashion | Beauty  | Lifestyle
Highlight is everything 🇨🇦👉🏻🌵
📍 Scottsdale, AZ 🌴 Wifey💍
📬 Allie@westsidedigitalgroup.com
🎥 https://bit.ly/2LsGUDz","Makeup","ENGLISH "
"💄CURSOS DE MAQUIAGEM 
🔸Maquiagem - Air brush HD
🔸Penteado
🔸Microblanding
Contato:
📧nanda.makeup@yahoo.com
📲(49) 9.9919-3762
WHATSAPP pelo link↙️","Makeup","ENGLISH "
"Tijuana BC MX 🇲🇽
Pictorials/videos ⭐️
PR sends DM or email 📧
@colourpopcosmetics Discount code 5YESSENIA💸
@ttd_eye DC Belenperaza5 💸
#makeup","Makeup","ENGLISH "
"• As Maquiagens mais lindas do mundo você encontra aqui! 💕
• Parcerias e Divulgação via Direct!","Makeup","ENGLISH "
"Phoenix, AZ 🌵🌞
Makeup, Hair, & Fitness 💄💪🏼
karen_rivera7 👻 
Book an Appointment: @facebeatss 
Email for business inquires or PR 💌
👇🏼‼️YOUTUBE‼️👇🏼","Makeup","ENGLISH "
"• Follow & Join us to be inspired & inspire people around you
Tag #wavemk Follow @wavemk, shop to bring you more reward👇👇👇","Makeup","ENGLISH "
"17 | boise, id |♌︎ 
💌 xoxocharliemua@gmail.com","Makeup","ENGLISH "
"Snap:Dodolashes😘PayPal is 100% safe💥3D 5D lashes, Worldwide Ship Everyday 🔥Service Dm me & Contact 😘Hello@dodolashes.com 😘Only Online👇👇👇","Makeup","ENGLISH "
"Maquilladora  - Capacitadora - Youtuber - Workshop en todo Bolivia 
Seguí mi Pagina de Facebook 
💄Para enterarte de Más 💄
👇🏼Nuevo video de YouTube👇🏼","Makeup","PORTUGUESE "
"🦄 Makeup for unicorns™
🌱🐰 Certified Vegan & Cruelty-Free
🌸 SHOP 🌸","Makeup","ENGLISH "
"👩‍💻Personal Blog
🌴FL 
💄Beauty Blogger
📸Product Shots • Reviews • Swatches
📍#flawlesssdolls
📩PR/Collab/Promo ⇥ DM","Makeup","SPANISH "
"“If I smile and don't believe
Soon I know I'll wake 
from this dream”🥀✖️ 
•
Self-taught Canadian Makeup Artist 💋☠️","Makeup","PORTUGUESE "
"Laughter is the best cosmetic! 💕✨ Use 
#benefitbrows for a chance to be featured!","Makeup","PORTUGUESE "
"Makeup/ hair/ brow✨Russia/ Ekaterinburg.
Обучение (Базовый курс на визажистов, индивидуальные МК для визажистов).
Мк для себя. 
☎️ 8-922-157-41-69.","Makeup","PORTUGUESE "
"Fashion & Beauty  🍕🏳️‍🌈🇲🇽
Self Taught MUA
Makeup lover 
💄559 Freelance 
📍OC/Fresno, CA 
💌Business/PR, DM or Email","Makeup","RUSSIAN "
"💄MAQUIADORA BH|MG 🇧🇷⠀
🎓 CURSO Profissional/Parcerias ⠀
📲CONTATO Apenas WApp (31) 99965-5259⠀
👇🏼📱 WhatsApp 👇🏼 🎥  YouTube Luiza Hott Makeup","Makeup","RUSSIAN "
"Orxideya Beauty Center/Make Up,Hair style School/ ;012 598 99 88, +99451 431 95 93 AZE  🇦🇿 https://www.youtube.com/channel/UCBE9bG1ADFiZBhLWBwes8Iw.","Makeup","ENGLISH "
"Makeup Artist 💜🇳🇮
Miami,FL
👉🏽Bookings: Joan.Wiltshire0728@gmail.com
Count your blessings, not your problems. ","Makeup","ENGLISH "
"📍Houston, TX
Traveling Makeup Artist ✈️
Inquiries: 📧 luong.kvn@gmail.com
👇🏼 BOOK APPOINTMENT HERE","Makeup","ENGLISH "
"Maquiadora profissional • Recife | BR 🇧🇷
Curso de auto maquiagem vip #makeupartist
Orçamentos somente no whatsapp 
⤵️ Clique no link abaixo","Makeup","PORTUGUESE "
"Kylee Michelle Makeup Artistry
Specializing in Bridal | Beauty | Special FX
M.U.A for @glamawaybeauty
•Published•
_________________
Visit My Website |","Makeup","ENGLISH "
"Inspirações, dicas e truques de maquiagem! 
💄 por @mariana
📧 daniela@marianasampaio.com.br","Makeup","ENGLISH "
"Deus é fiel 🕊
♡ Cursos/Agendamentos somente:
✆ WhatsApp: +55 66 99959-9578 ⇩","Makeup","PORTUGUESE "
"TWITTER🐣: @karinaapadillaa
YOUTUBE: coming soon 😉
💌 BUSINESS INQUIRIES/PR: DM or EMAIL","Makeup","PORTUGUESE "
"•Self taught mua
•Salt Lake City, UT
•Sc: iv.betty
•Business/PR inquiries: Email","Makeup","ENGLISH "
"𝑬𝒎𝒂𝒊𝒍 𝙁𝙤𝙧 𝑩𝒖𝒔𝒊𝒏𝒆𝒔𝒔 𝑰𝒏𝒒𝒖𝒊𝒓𝒊𝒆𝒔
@bebecitalashes","Makeup","ENGLISH "
"libra ♎️
makeup artist🌴🍒sacramento, ca
booking or other inquiries: courtneymakeupartistry@gmail.com","Makeup","ENGLISH "
"💄| Maquiagem, design e penteados 
📝| Cursos PRO 
📍| Pouso Alegre - MG 
👥| @_melolivia e @_lisamelo
👰🏼| Noivas 
☎️| Só acessar o link abaixo👇🏻","Makeup","ENGLISH "
"💄| Makeup Artist 
👩🏼‍🎓| Cursos Profissionais 
👰🏼| Produção de Noivas
🖋| Micropigmentação
👤| Pessoal: @moniquebpaixao
🇧🇷 +5521
📱Link para o WhatsApp ⬇️","Makeup","ENGLISH "
"Maquiadora profissional • Recife | BR 🇧🇷
Curso de auto maquiagem vip #makeupartist
Orçamentos somente no whatsapp 
⤵️ Clique no link abaixo","Makeup","ENGLISH "
"🕷 𝔼𝕧𝕖𝕣𝕪𝕥𝕙𝕚𝕟𝕘 𝕒𝕣𝕥𝕚𝕤𝕥𝕚𝕔, 𝕕𝕒𝕣𝕜 & 𝔾𝕠𝕥𝕙𝕚𝕔 🕷
🖤Only the best on Instagram, guaranteed!
🖤Message us for crediting","Makeup","ENGLISH "
"📩contato@tourdabeleza.com.br
🖥 tourdabeleza.com.br 
CAIXA POSTAL: 37708 CEP:22640-970
Rio de Janeiro/ Rj
🏠🍴@tourcozinha
🔔 Youtube/Tour da beleza👇","Makeup","PORTUGUESE "
"•MAQUIADORA PROFISSIONAL |  -Goiânia 
Atendimentos / Cursos Profissionais Vip SETOR JAÓ
Agendamentos pelo link abaixo ou (62)98195-6470
Noiva 💑","Makeup","PORTUGUESE "
"Makeup Artist, Founder & Creative Director for Natasha Denona Makeup Products, Natasha Denona MU Art Academy","Makeup","ENGLISH "
"20👑
CA✈️
Always keep it colorful ✨
Give away at 4K 😍💙
|makeup page💄| 
Email: jasminealvarez932@gmail.com","Makeup","ENGLISH "
"Aspiring Cleveland Mua 💋","Makeup","PORTUGUESE "
"📍Belo Horizonte
🇧🇷🇮🇹
📧 contato.giselelopes@gmail.com
💻 www.negravaiidosa.com 
🖤NÃO SOU VENDEDORA
👇MEU CANAL NO YOUTUBE👇","Makeup","PORTUGUESE "
"18 | self taught | Ohio | Christian 
DM/Email for availability and collabs","Makeup","ENGLISH "
"mien SALON SPA is a 3 level Aveda lifestyle salon in Fitzroy North. We offer hair, spa and beauty services as well as holistic modalities on level 3","Makeup","ENGLISH "
"Follback? Dm gaisseu.","Makeup","INDONESIAN "
"Карина Блесткорожденная, от крови древней Визажихи
Королева румян, бронзеров и хайлайтеров
Хранительница теней
Правительница помад и матерь кистей.","Makeup","PORTUGUESE "
"💄| Maquiagem, design e penteados 
📝| Cursos PRO 
📍| Pouso Alegre - MG 
👥| @_melolivia e @_lisamelo
👰🏼| Noivas 
☎️| Só acessar o link abaixo👇🏻","Makeup","RUSSIAN "
"💄Maquiadora profissional em Belo Horizonte 
🏠Atendimento no Lourdes e à domicílio.
💳 Aceito cartão.
📲 Contato: ⬇️","Makeup","RUSSIAN "
"MAQUIAGEM SOCIAL💄
NOIVAS 👰🏻 
CURSOS 🖌
DESIGNER DE SOBRANCELHA👩🏾‍🎨
Orçamentos e parcerias WhatsApp no link abaixo 👇🏽","Makeup","ENGLISH "
"Somewhere in  𝓝𝓮𝓿𝓮𝓻𝓵𝓪𝓷𝓭 🧚🏼‍♀️🦄💕🌈—————————————————————         ⠀ ⠀⠀ ⠀ ⠀✨email :💌 jaayviill29@gmail.com✨","Makeup","PORTUGUESE "
"💄Makeup Artist Thailand🇨🇷
☎ 099-9294146  ❌Direct message  สอบถามทางLine /ตอบช้ารอนิด ช่างทำงานไม่เป็นเวลาค่า🙏🏻
Line🆔 @puyfaimakeup (มี@ข้างหน้า)","Makeup","PORTUGUESE "
"RJ🌞
17 anos ✨
Elite Moura 💕 
Maquiadora 💄
Parceria/divulgação ⬇️
Via direct 👈🏼","Makeup","PORTUGUESE "
"Maquiadora
💄| Atendimento à domicilio e No Studio
👩‍🎓| Cursos Vip 
📱| (𝟖𝟏)𝟗𝟖𝟏𝟏𝟗-𝟐𝟓𝟎𝟓
🏠| Beauty Delivery
💬| Clica ⏬⏬ para orçamento","Makeup","PORTUGUESE "
"Available online and at Sephora, Harvey Nichols, and Boots worldwide. Tag your shots with #FENTYBEAUTY! 
#crueltyfree 
Shop Fenty Beauty 👇🏾","Makeup","ENGLISH "
"📍 Studio Letícia Rigolim - Maringá-PR
💋 Maquiadora 
📲 Agendamentos (44) 99817-6210 / (44) 99852-2776
💌 Infos: brunavilasboas1@hotmail.com","Makeup","THAI "
"👑 moda | beleza | maquiagem | look
💰 aberto a parceria/publicidade com lojas
✉ contato via direct
usem nossa tag #closetdaguria","Makeup","THAI "
"Glamorous Eyelashes & Cosmetics 
Cruelty Free
Please email us about orders, No DM’s ❤️ 
Click here to shop 👇🏼","Makeup","ENGLISH "
"𝐸𝓍𝓅𝓇𝑒𝓈𝓈𝒾𝑜𝓃  ✨ Makeup
-","Makeup","ENGLISH "
"Rising Star 2
🎤 Singer
🎨 Illustrator-Graphic Designer
💄Art Makeup
💃 Freelance Model
Endorsement (DM)
Follow my ART Acc @aquarelly.id
Youtube :","Makeup","PORTUGUESE "
"💄 Make up Artist •Embaixadora @oceane 💗
📍Salão Marcos Proença 
Nunca foi sorte, sempre foi Deus! ❤️(11)3081-6218  
E-mail: ndatambasco@yahoo.com.br","Makeup","PORTUGUESE "
"🔘Curso Vip - Master Class
🔘(27)98171-1234
🔘(27)99914-4701
📍Vitória ES @ricardosilveiramakeup  #ricardosilveiramakeup Ig pessoal  @pessoalr","Makeup","PORTUGUESE "
"EVNAILSHOPS.COM
Kent WA, text +1 (206) 307-2594 for appointment 
Nail artist💅🏼/ salon owner/Nail educator/Nail supply distributor/Mom of two 👧🏻👦🏻","Makeup","ENGLISH "
"LET'S TALK MAKEUP 💄 
🌺Affordable Alternatives
🌺Reviews & Swatches
🌺Makeup/ Beauty News
📍 LA, CA
PR/ Inquiries — 📧 dupeboss@gmail.com","Makeup","ENGLISH "
"Makeup Artist 
Fashion Designer
Cursos profissionalizantes e automaquiagem
ACESSO AO WHATSAPP","Makeup","PORTUGUESE "
"Maquiadora, apaixonada por maquiagem ❤
💄
Curso de automaquiagem
💄
Agende seu horário comigo pelo WhatsApp através do link abaixo 👇🏻","Makeup","PORTUGUESE "
"🇲🇽GDL JAL
✉️feribarue@gmail.com
🐶Dog & makeup lover
Maquillista profesional
#cursoautomaquillaje DM para ir a tu ciudad ❤️
+85K YouTube ⬇","Makeup","ENGLISH "
"Universal leading lash brand.
Giving luxe lashes at affordable prices😉 
Vegan & Cruelty Free.
#ardelllashes #babesinlashes","Makeup","ENGLISH "
"📨 Business email: teu.sv@hotmail.com
For collaboration / promotion -> DM or send an Email","Makeup","SPANISH "
"🖤макияж🖤укладки 🖤оформление бровей 🖤курс “my make up”🖤индивидуальные уроки 🖤индивидуальный базовый курс 🖤","Makeup","ENGLISH "
"☆ 16
☁︎ dm or email for pr/collabs
♡ personal acc-@makenafitz","Makeup","RUSSIAN "
"Snap:Dodolashes😘PayPal is 100% safe💥3D 5D lashes, Worldwide Ship Everyday 🔥Service Dm me & Contact 😘Hello@dodolashes.com 😘Only Online👇👇👇","Makeup","ENGLISH "
"Orxideya Beauty Center/Make Up,Hair style School/ ;012 598 99 88, +99451 431 95 93 AZE  🇦🇿 https://www.youtube.com/channel/UCBE9bG1ADFiZBhLWBwes8Iw.","Makeup","ENGLISH "
"💕Quality Human Hair Wigs| Free shipping 
💕Pre-plucked hairline| Bleached knots| Elastic band
🔥Flash Sale Save up to $175!👇🏾 48 hrs ONLY!!
🏠Irvine, CA","Makeup","ENGLISH "
"Chcesz, aby Twoje zdjęcie pojawiło się na naszym profilu? 🖤 Oznacz @goldenrosepolska i dodaj #goldenrosepolska ➡️ YouTube: Golden Rose Polska 👉🏻 💙","Makeup","ENGLISH "
"•Cuenta personal: @chelavd
•Makeup artist in progress✨💄
•Agenda tú cita al DM🌸
🇻🇪📍Acarigua
🌸𝓶𝓪𝓴𝒆𝓾𝓹 𝓲𝓼 𝓶𝔂 𝓹𝓪𝓼𝓼𝓲𝓸𝓷🌸","Makeup","ENGLISH "
